source_ID,source_content,target_ID,target_content,label
CCHIT0188,The system shall provide the ability to log outgoing information exchange in an auditable form.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0575,The HIE shall be able to register patient preferences to participate or not participate in the HIE for uses other than  direct delivery of information in fulfillment of an order.   This criteria is not intended to prohibit HIEs from meeting any legal or regulatory requirements that an HIE may be subject to.    An HIE can meet this criteria by implementing these preferences centrally or by ensuring that the Edge systems implement these preferences.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0774,The system shall provide the ability for the ordering provider to include free text comments or instructions in the order to be viewed by providers departments/services fulfilling the order or service.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0962,The system shall provide the ability to receive pump settings and start time and end time from an IV Smart Pump for incorporation into documentation.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0021,The system shall have the ability to provide access to test and procedure instructions that can be customized by the physician or health organization. These instructions may reside within the system or be provided through links to external sources.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0941,The system shall provide the ability to notify the ordering clinician concerning orders due to expire.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0663,System shall provide the ability for the facility to make customizations to the knowledge base and such customizations will not be overwritten by future system upgrades,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0843,The system shall provide the ability to create paper copies of order- and medication-administration-related medical record elements.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0603,The HIE SHALL have the ability to perform the roles of Sender and Receiver of HL7 CDAr2 encounter documents as documented in the HITSP Component 48 Encounter Document.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0222,The system shall provide the ability to receive and store microbiology laboratory results with sensitivity testing coded using LOINC,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0089,The system shall provide the ability to check for potential interactions between medications ordered for administration (as opposed to prescriptions) and medication allergies and intolerances listed in the record and alert the user at the time of ordering if potential interactions exist.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0183,"The system shall provide the ability to indicate the type of advance directives, such as living will, durable power of attorney, or a Do Not Resuscitate order.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0639,Transactions imputable to a user will contain the role of the user in a standard representation,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT1028,The system shall provide the ability to view the medication order as written during administration.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0497,The system shall provide the ability to organize and display team and individual member assignments.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0327,The system shall provide the ability to search for a particular study/procedure for a given patient based on date or name of study/procedure,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0956,The system shall provide the ability to provide access and view capabilities for relevant lab results for medication ordering or administration,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0807,"The system shall provide the ability to capture and maintain, as discrete data elements, all current medications including over-the-counter and complementary medications such as vitamins, herbs and supplements.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0706,The system shall have the ability to allow the ordering provider to route an order for co-signature before order activation,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0290,"The system shall provide the ability to update a patient history by modifying, adding or removing items from the patient history as appropriate.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0861,"The system shall provide the ability to display continuous infusions in a distinguishable manner from other medications that is complete, and visible in one place on the eMAR.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0242,"The system shall provide the ability to record user and date stamp for prescription related events, such as initial creation, renewal, refills, discontinuation, and cancellation of a prescription.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT1044,"The system shall retain date/time/user stamp for an assistant  that is entering data that will subsequently be signed by a provider, retain the date/time/use stamp of the data entry person as well as the provider.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0435,The system shall provide only limited feedback information to the user during the authentication.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0075,The system shall provide the ability to capture medications entered by authorized users other than the prescriber.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0355,For systems that provide access to PHI through a web browser interface (i.e. HTML over HTTP) shall include the capability to encrypt the data communicated over the network via SSL (HTML over HTTPS). Note: Web browser interfaces are often used beyond the perimeter of the protected enterprise network,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0630,The HIE shall provide a means to establish an effective date and an expiration date for a system's authorization to access information through the HIE.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0369,"The system shall be able to detect security-relevant events that it mediates and generate audit records for them. At a minimum the events shall include: start/stop, user login/logout, session timeout, account lockout, patient record created/viewed/updated/deleted, scheduling, query, order, node-authentication failure, signature created/validated, PHI export (e.g. print), PHI import, and security administration events.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0420,The system shall provide a means to edit discharge instructions for a particular patient.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0405,"The system shall present a set of patient identifying information at each interaction with the patient record, including, at a minimum, patient name, medical record number, gender and date of birth.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0388,The system shall display and report patient-specific medication lists.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0744,The system shall provide guidance during ordering for medications that require consideration of laboratory test results for dosing.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0871,The system shall provide the ability to display patient specific dosing recommendations based on renal function.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0750,"The system shall provide the ability for a user to explicitly capture and maintain, as discrete data, that the allergy list was reviewed.  The user ID and date/time stamp shall be recorded when the allergies reviewed option is selected.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0638,The system shall not allow access to data or functions that exceed the HIE specified access for the user type or role,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0514,The system shall provide the ability to view available information on incoming transported patients and rescue in-bounds.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0973,The system shall provide the ability to repeat the entire order set for the same patient.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0215,"The system shall provide the ability to produce reports based on the absence of a clinical data element (e.g., a lab test has not been performed or a blood pressure has not been measured in the last year).",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0777,The system shall provide the ability to accept information on patient home medications from an external source.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0311,The system shall provide the ability to capture the following data elements for EP Procedures as discrete data:   1) Date of procedure  2) CPT coded test type (multiple selection capability required)  3) Procedure(s) performed (selected from customizable list of options multiple selection capability required)  4) ID of physician(s) performing procedure (multiple input capability required),TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0696,"The system shall be capable of providing proactive alerts, for patients on a given medication when they are due for required laboratory or other diagnostic studies, to monitor for therapeutic or adverse effects of the medication.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0951,The system shall provide the ability to print a current medication list.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0998,The system shall provide the ability to specify the current and previous Responsible Physicians.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0404,"The system shall include documented procedures for product installation, start-up and/or connection.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0734,"The system shall provide access at the point of task completion or charting to reference information such as clinical guidelines and protocols, administrative policies and practices.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0791,"The system shall provide the ability to allow the clinician to order medication doses in mg/kg/min, microgram/kg, and microgram/kg/min.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0735,The system shall provide drug-diagnosis interaction alerts at the time of medication prescribing/ordering.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0885,"The system shall provide the ability to document a telephone order, including the clinician taking the telephone order and the ordering physician in the patient record.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0352,"The system shall record and display the identity of the user who addended or corrected a note, as well as other attributes of the addenda or correction, such as the date and time of the change.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0990,The system shall provide the ability to set elapsed time parameters by patient location for purposes of duplicate order checking.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0757,The system shall provide the ability for cosigned orders to retain and display the identities of both the ordering and cosigning providers.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT1009,The system shall provide the ability to uniquely identify clinicians for the provision of care.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0743,The system shall provide guidance during ordering for medications requiring age and body surface area dosing.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0194,The system shall provide the ability to maintain at least two names or aliases for the same patient.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0620,The HIE shall implement firewall protections to prevent unauthorized access,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0682,The system shall allow restricting the access to individual order sets by user role or department,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT1055,The system should provide a way to merge and reconcile medications that have been entered in a duplicate patient chart.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0431,The system shall provide an ED visit summary in printed and electronic formats according to accepted standards for transfer to other EHR systems.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0394,"The system shall enforce the most restrictive set of rights/privileges or accesses needed by users/groups (e.g. System Administration, Clerical, Nurse, Doctor, etc.), or processes acting on behalf of users, for the performance of specified tasks.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0163,The system shall provide the ability to generate reports regarding multiple patients (e.g. diabetes roster).,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0881,"The system shall provide the ability to display the history of changes made to a specific problem / diagnosis, including clinician, date, and time.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0323,The system shall provide the ability to indicate when the patient is outside their custom target range for any lab values for which a custom target can be set.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0653,"For medications requiring dosing based on body surface area, the system shall provide the ability to check for inappropriate dosing and inform the clinician during ordering.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0919,The system shall provide the ability to identify when multiple medications of the same therapeutic or pharmacologic class are ordered and inform the user when medications are selected during prescribing / ordering.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT1024,The system shall provide the ability to view the complete order and medication administration history.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0014,The system shall ensure secure electronic messaging with patients,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0619,The HIE shall have tools to enable remote assessment of system failures,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0257,The system shall provide the ability to save a note in progress prior to finalizing the note.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0358,If the maximum daily doses are known then the system shall apply the maximum dose per day in dosing decision support.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0922,The system shall provide the ability to include urgency status in orders.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0492,"The system shall provide the ability to manage and display tasks (total, completed, remaining) required for disposition of each patient.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0109,The system shall provide the ability to display alerts based on established guidelines.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0621,The HIE shall implement measures to prevent phishing and pharming,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0785,The system shall provide the ability to access reference information for prescribing/ordering.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0037,The system shall provide templates for inputting data in a structured format as part of clinical documentation.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0654,"For medications that require consideration of laboratory test results in dosing, the system shall check for inappropriate dosing and inform the clinician during ordering.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0921,"The system shall provide the ability to include patient identifying information as well as time and date report printed, on each page of individual patient-specific reports generated.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0423,The system shall provide a means to link and reconcile demographic records of the current visit with available pre-existing medical records.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0297,The system shall provide the ability to utilize unique identifiers for Placer Order Number and unique identifiers for Filler Order Number for Lab results,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0733,The system shall provide ability to document a reaction / response to medication administration.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0084,"The system shall provide the ability to capture, store, display, and manage patient history.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0705,The system shall have the ability to allow the hospital to specify orders that always require co-signatures.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0058,The system shall provide the ability to audit the date/time and user of each instance when a patient chart is printed by the system.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",1
CCHIT0900,The system shall provide the ability to enter medication orders utilizing a sliding scale.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0451,"The system shall provide the ability to capture the details of the medication such as ordering date, dose, route, and SIG (description of the prescription, such as the quantity) when known.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0529,The system shall support logging to a common audit engine using the schema and transports specified in the Audit Log specification of IHE Audit Trails and Node Authentication (ATNA) Profile.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0102,"The system shall provide the ability to create provider specific medication lists of the most commonly prescribed drugs with a default route, dose, frequency, and quantity.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0129,"The system shall provide the ability to display, on demand, potential interactions on a patients medication list, even if a medication is not being prescribed at the time.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0962,The system shall provide the ability to receive pump settings and start time and end time from an IV Smart Pump for incorporation into documentation.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0124,"The system shall provide the ability to display numerical results in flow sheets and graphical form in order to compare results, and shall provide the ability to display values graphed over time.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0752,The system shall provide the ability for an institution to configure allergy documentation to allow the entry of free text allergies.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0370,"The system shall be able to generate a backup copy of the application data, security credentials, and log/audit files.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0504,The system shall provide the ability to record that instructions were given to the patient.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0632,The HIE shall provide a means to suspend a system's authorization to access information through the HIE,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0131,The system shall provide the ability to document a patient encounter.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0615,"The HIE SHALL have the ability to send and receive the HL7/ASTM CCD healthcare summary document, as updated by HITSP in 2007.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0010,"The system shall be capable, at the time of ordering a medication for administration (as opposed to prescribing), of alerting the user that based on the results of a laboratory test, the patient may be at increased risk for adverse effects of the medication.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0700,"The system shall demonstrate the ability to generate and embed a transaction ID tracking number to patient chart outputs or exports, unique for each instance when a patient chart output/document is printed, electronically communicated, or otherwise exported",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0017,"The system shall have the ability to provide a view of orders by like or comparable type, e.g., all radiology or all lab orders.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0280,The system shall provide the ability to specify the intended destination of the extracted information.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0965,The system shall provide the ability to record that the allergies are Unknown or Unable to Assess Allergies.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0478,"The system shall provide the ability to identify the full content of a modified note, both the original content and the content resulting after any changes, corrections, clarifications, addenda, etc. to a finalized note including date/time/author identity..",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0338,"The system shall capture the breast milk aliquot identifying data, amount, route, expiration date and date/time of administration.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0817,"The system shall provide the ability to capture medication administration details as discrete data, including: (1) the medication name, strength and dose (2) date and time of administration (3) route and site (4) user name and credentials.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0793,"The system shall provide the ability to allow the entry of orders to be activated at a future date and time including admission orders, discharge orders, and post-op orders.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0969,The system shall provide the ability to record the reason for variation from rule-based clinical messages  as discrete data. (for example alerts and reminders),AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0080,The system shall provide the ability to capture scanned paper consent documents (covered in DC.1.1.3.1).,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0350,The system shall track all vital signs over time including those outside the norm.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0287,The system shall provide the ability to submit prescriptions electronically.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0565,"IF transmitting, transporting, translating or mapping lab result terminology THEN the HIE SHALL have the ability to support SNOMED-CT VA Problem List Subset (FDA Structured Product Labeling Problem List Subset), SNOMED-CT Lab Test Findings Table, SNOMED-CT Organisms, Laboratory LOINC, UCUM, as documented in HITSP C35 Lab Result Terminology.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0982,The system shall provide the ability to send a query to coordinate patient identification,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0186,"The system shall provide the ability to launch DICOM image viewer, may be web-based.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0079,"The system shall provide the ability to capture patient vital signs, including blood pressure, heart rate, respiratory rate, height, and weight, as discrete data.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0172,The system shall provide the ability to identify pharmacies that can receive prescriptions electronically,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0724,"The system shall maintain and display as part of the medication administration profile the dates and times associated with the medication orders such as start, modify, and stop dates.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0902,The system shall provide the ability to establish time periods and recipients for notification of overdue medication administrations.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0939,The system shall provide the ability to modify order sets.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0050,The system shall provide the ability to addend and/or correct notes that have been finalized.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0763,The system shall provide the ability for the clinician to acknowledge medication orders prior to administration including date and time.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0435,The system shall provide only limited feedback information to the user during the authentication.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0139,The system shall provide the ability to enter free text notes.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0686,The system shall allow the hospital to designate access to individual orders by user role and department.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0084,"The system shall provide the ability to capture, store, display, and manage patient history.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0170,"The system shall provide the ability to identify criteria for disease management, preventive, and wellness services based on clinical data (problem list, current medications, lab values).",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0468,"The system shall provide the ability to document the identity and contact information of the follow-up provider, the provider type, and intended date and time of follow-up if known.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0622,The HIE shall implement measures to prevent rogue network access,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0467,"The system shall provide the ability to document the date, time and lack of assent or consent in emergency treatment when a patient is incapacitated or a legal guardian is not available or present.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0201,The system shall provide the ability to modify one or more parameters of a saved report specification when generating a report using that specification.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0541,"The system, when storing PHI on any device intended to be portable/removable (e.g. thumb-drives, CD-ROM, PDA, Notebook), shall support use of a standards based encrypted format using triple-DES (3DES), or the Advanced Encryption Standard (AES), or their successors.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0967,The system shall provide the ability to record the exact or approximate date/time of allergic reactions occurrence.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0371,"The system shall be able to produce an adverse-event report linked to the problem immunization episode for submission to the CDC and shall record the report, date/time of the adverse event and of the report, and name and legal status of the submitter as a permanent part of the patient record",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0708,The system shall have the ability to designate an order set for future date activation,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0469,"The system shall provide the ability to document the patients personal representatives (e.g. guardian, surrogate, financial guarantor) varying levels of authorization or consent to make decisions on behalf of the patient, and the date and time of the duration that the guarantor's representation is in effect.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT1004,"The system shall provide the ability to support optional transactions for the Document Source Actor from the IHE ITI (Integrating the Healthcare Enterprise, IT Infrastructure) Framework",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0127,The system shall provide the ability to display the associated problem or diagnosis (indication) on the printed prescription.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0793,"The system shall provide the ability to allow the entry of orders to be activated at a future date and time including admission orders, discharge orders, and post-op orders.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
